SIA_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
SIA_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
SIA_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
SIA_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
SIA_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
SIC_anarcho_liberal;Radicali;Radical;Radikali;;Radical;;;;;;;;;x;;;;
SIC_communist;Comunisti;Communistes;Communisti;;Comunista;;;;;;;;;x;;;;
SIC_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x;;;;
SIC_conservative_2;Popolari;Popolari;Popolari;;Popolari;;;;;;;;;x;;;;
SIC_fascist;Fascisti;Fasciste;Fascisti;;Fascista;;;;;;;;;x;;;;
SIC_liberal;Riformisti ;Reformisti ;Reformisti;;Reformisti ;;;;;;;;;x;;;;
SIC_liberal_2;Liberale;Liberale;Liberali;;Liberale;;;;;;;;;x;;;;
SIC_reactionary;Restaurazionisti;Ristorazionista;Ristorazionista;;Ristorazionista;;;;;;;;;x;;;;
SIC_socialist;Socialisti;Sozialisti;Sozialisti;;Sozialisti;;;;;;;;;x;;;;
SIE_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
SIE_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
SIE_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
SIE_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
SIE_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
SIE_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
SIE_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
SIK_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
SIK_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
SIK_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
SIK_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
SIK_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
SIK_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
SIK_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
SIN_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
SIN_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
SIN_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
SIN_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
SIN_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
SIN_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
SIN_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
SLO_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
SLO_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
SLO_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
SLO_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
SLO_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
SLO_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
SLO_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
SLV_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
SLV_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
SLV_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
SLV_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
SLV_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
SLV_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
SLV_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
SOK_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
SOK_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
SOK_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
SOK_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
SOK_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
SOK_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
SOK_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
SON_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;Partido Liberal;;;;;;;;x;;;;
SON_anarcho_liberal;Partido Federalista;Partido Federalista;Partido Federalista;;;Partido Federalista;;;;;;;;x;;;;
SON_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;Partido Conservador;;;;;;;;x;;;;
SON_conservative_2;Partido Moderado Liberal;Partido Moderado Liberal;Partido Moderado Liberal;;;Partido Moderado Liberal;;;;;;;;x;;;;
SON_liberal_2;Partido Radical Liberal;Partido Radical Liberal;Partido Radical Liberal;;;Partido Radical Liberal;;;;;;;;x;;;;
SON_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;;Partido Progresista;;;;;;;;x;;;;
SON_conservative_3;Partido Constitucionalista;Partido Constitucionalista;Partido Constitucionalista;;;Partido Constitucionalista;;;;;;;;x;;;;
SON_liberal_4;Partido Antireelecionista;Partido Antireelecionista;Partido Antireelecionista;;;Partido Antireelecionista;;;;;;;;x;;;;
SON_reactionary;Partido Imperialista;Partido Imperialista;Partido Imperialista;;;Partido Imperialista;;;;;;;;x;;;;
SON_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;Partido Socialista;;;;;;;;x;;;;
SON_communist;Partido Communist;Partido communiste;Partido Communist;;;Partido Comunista;;;;;;;;x;;;;
SON_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;Partido Fascista;;;;;;;;x;;;;
SPA_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;Partido Radical;;;;;;;;;x;;;;
SPA_communist;Federación Regional;Federación Regional;Federación Regional;;Federación Regional;;;;;;;;;x;;;;
SPA_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;Partido Moderado;;;;;;;;;x;;;;
SPA_conservative_2;Unión Liberal;Unión Liberal;Unión Liberal;;Unión Liberal;;;;;;;;;x;;;;
SPA_conservative_3;Lliga Regionalista Cat.;Lliga Regionalista Cat.;Lliga Regionalista Cat.;;Liga Regionalista Cat.;;;;;;;;;x;;;;
SPA_conservative_4;Nacionalista Vasco;Nacionalista Vasco;Nacionalista Vasco;;Nacionalista Vasco;;;;;;;;;x;;;;
SPA_conservative_5;Unión Nacional;Unión Nacional;Unión Nacional;;Unión Nacional;;;;;;;;;x;;;;
SPA_fascist;Falange;Falange;Falange;;Falange;;;;;;;;;x;;;;
SPA_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;Partido Progresista;;;;;;;;;x;;;;
SPA_liberal_2;Republicano Federal;Republicano Federal;Republicano Federal;;Republicano Federal;;;;;;;;;x;;;;
SPA_liberal_3;Republicano Unitario;Republicano Unitario;Republicano Unitario;;Republicano Unitario;;;;;;;;;x;;;;
SPA_liberal_4;Radical Republicano;Radical Republicano;Radical Republicano;;Radical Republicano;;;;;;;;;x;;;;
SPA_liberal_5;Unión Republicana;Unión Republicana;Unión Republicana;;Unión Republicana;;;;;;;;;x;;;;
SPA_liberal_6;Republicano Reformista;Republicano Reformista;Republicano Reformista;;Republicano Reformista;;;;;;;;;x;;;;
SPA_liberal_7;Solidaridad Catalana;Solidaridad Catalana;Solidaridad Catalana;;Solidaridad Catalana;;;;;;;;;x;;;;
SPA_reactionary;Comunión Carlista;Comunión Carlista;Comunión Carlista;;Comunión Carlista;;;;;;;;;x;;;;
SPA_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;Partido Socialista;;;;;;;;;x;;;;
SRI_anarcho_liberal;Eksath Jathika Pakshaya;;;;;;;;;;;;x
SRI_communist;Left liberation Front;;;;;;;;;;;;x
SRI_conservative;United National Front;;;;;;;;;;;;x
SRI_fascist;Tamil National Alliance;;;;;;;;;;;;x
SRI_liberal;Prajathantravadhi Pakshaya;;;;;;;;;;;;x
SRI_reactionary;Jathika Hela Urumaya;;;;;;;;;;;;x
SRI_socialist;Mahajana Eksath Peramuna;;;;;;;;;;;;x
SUR_anarcho_liberal;Libertarian Partij;Partido Federalista;Partido Federalista;;;Partido Federalista;;;;;;;;x;;;;
SUR_communist;Kommunistische Partij van Suriname;Partido communiste;Partido Communist;;;Partido Comunista;;;;;;;;x;;;;
SUR_conservative;Nieuw Front voor Democratie en Ontwikkeling;Partido Moderado Liberal;Partido Moderado Liberal;;;Partido Moderado Liberal;;;;;;;;x;;;;
SUR_fascist;Fascist Partij;Partido fasciste;Partido Fascist;;;Partido Fascista;;;;;;;;x;;;;
SUR_liberal;Nationale Democratische Partij;Partido Liberal;Partido Liberal;;;Partido Liberal;;;;;;;;x;;;;
SUR_reactionary;Radicaal Partij;Partido Imperialista;Partido Imperialista;;;Partido Imperialista;;;;;;;;x;;;;
SUR_socialist;Progressieve Arbeiders-en Landbouwersunie;Partido socialiste;Partido Socialist;;;Partido Socialista;;;;;;;;x;;;;
SWE_anarcho_liberal;Anti-revoultionära partiet;Anti-revoultionära partiet;Anti-revoultionära partiet;;Anti-revoultionära partiet;;;;;;;;;x;;;;
SWE_communist;Socialdem. Vänsterpartiet;Socialdem. Vänsterpartiet;Socialdem. Vänsterpartiet;;Socialdem. Vänsterpartiet;;;;;;;;;x;;;;
SWE_conservative;Konservativa Partiet;Konservativa Partiet;Konservativa Partiet;;Konservativa Partiet;;;;;;;;;x;;;;
SWE_conservative_2;Sveriges Agrarförbund ;Sveriges Agrarförbund ;Sveriges Agrarförbund ;;Sveriges Agrarförbund ;;;;;;;;;x;;;;
SWE_conservative_3;Bondeförbundet ;Bondeförbundet ;Bondeförbundet ;;Bondeförbundet ;;;;;;;;;x;;;;
SWE_conservative_4;Almänna Valmansförbundet;Almänna Valmansförbundet;Almänna Valmansförbundet;;Almänna Valmansförbundet;;;;;;;;;x;;;;
SWE_conservative_5;Sveriges Agrarförbund ;Sveriges Agrarförbund ;Sveriges Agrarförbund ;;Sveriges Agrarförbund ;;;;;;;;;x;;;;
SWE_fascist;Nationalsocialistiska Blocket;Nationalsocialistiska Blocket;Nationalsocialistiska Blocket;;Nationalsocialistiska Blocket;;;;;;;;;x;;;;
SWE_liberal;Liberala Partiet;Liberala Partiet;Liberala Partiet;;Liberala Partiet;;;;;;;;;x;;;;
SWE_liberal_2;Nya Landtmannapartiet;Nya Landtmannapartiet;Nya Landtmannapartiet;;Nya Landtmannapartiet;;;;;;;;;x;;;;
SWE_liberal_3;Landtmannapartiet ;Landtmannapartiet ;Landtmannapartiet ;;Landtmannapartiet ;;;;;;;;;x;;;;
SWE_liberal_4;Gamla Landtmannapartiet;Gamla Landtmannapartiet;Gamla Landtmannapartiet;;Gamla Landtmannapartiet;;;;;;;;;x;;;;
SWE_liberal_5;Landtmannapartiet ;Landtmannapartiet ;Landtmannapartiet ;;Landtmannapartiet ;;;;;;;;;x;;;;
SWE_liberal_6;Liberala Samlingspartiet;Liberala Samlingspartiet;Liberala Samlingspartiet;;Liberala Samlingspartiet;;;;;;;;;x;;;;
SWE_reactionary;Nationalistpartiet;Nationalistpartiet;Nationalistpartiet;;Nationalistpartiet;;;;;;;;;x;;;;
SWE_socialist;Socialdemokraterna;Socialdemokraterna;Socialdemokraterna;;Socialdemokraterna;;;;;;;;;x;;;;
SWI_anarcho_liberal;Radikale Fraktion;Radikale Fraktion;Radikale Fraktion;;Radical Fraktion;;;;;;;;;x;;;;
SWI_communist;Kommunistische Fraktion;Communist Fraktion;Kommunistische Fraktion;;Communist Fraktion;;;;;;;;;x;;;;
SWI_conservative;Katholisch Konservative;Katholisch Konservative;Katholisch Konservative;;Katholisch Konservative;;;;;;;;;x;;;;
SWI_conservative_2;Liberalen demokratischen;Liberalen demokratischen;Liberaldemokratisch;;Liberalen demokratischen;;;;;;;;;x;;;;
SWI_conservative_3;Protestantisch-konservativ;Protestantisch-konservativ;Protestantisch-konservativ;;Protestant Conservative;;;;;;;;;x;;;;
SWI_fascist;Faschistische Fraktion;Fascist Fraktion;Faschistische Fraktion;;Fascist Fraktion;;;;;;;;;x;;;;
SWI_liberal;Freisinnige Fraktion;Freisinnige Fraktion;Freisinnige Fraktion;;Freisinnige Fraktion;;;;;;;;;x;;;;
SWI_reactionary;Konservative Fraktion;Konservative Fraktion;Konservative Fraktion;;Konservative Fraktion;;;;;;;;;x;;;;
SWI_reactionary_2;Protestantisch-christlich;Protestantisch-christlich;Protestantisch-christlich;;Protestantisch-christlich;;;;;;;;;x;;;;
SWI_socialist;Sozialistische Fraktion;Sozialistische Fraktion;Sozialistische Fraktion;;Sozialist Fraktion;;;;;;;;;x;;;;
SXI_anarcho_liberal;Freedom Party;Parti de la liberté;Freiheitspartei;;Partido Libertario;;;;;;;;;x
SXI_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;Partido Comunista Chino;;;;;;;;;x
SXI_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;Facción Kuomintang;;;;;;;;;x
SXI_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;Partido Fascista;;;;;;;;;x
SXI_liberal;Liberal Party;Parti libéral;Liberale Partei;;Partido Liberal;;;;;;;;;x
SXI_reactionary;Hsi-Shan Faction;Faction de Hsi-Shan;Xi-Shan-Fraktion;;Facción Hsi-Shan;;;;;;;;;x
SXI_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;Partido Socialista;;;;;;;;;x
SYR_anarcho_liberal;Hizb al-Wataniyyin al-Ahrar;;;;;;;;;;;;;x
SYR_communist;Al-hizb ash-Shuyu'i as-Suri;;;;;;;;;;;;;x
SYR_conservative;Jam’iyat al-Arabiya al-Fatat;;;;;;;;;;;;;x
SYR_fascist;Al-Hizb Al-Suri Al-Qawmi Al-'Ijtima'i;;;;;;;;;;;;;x
SYR_liberal;Hizb al-Islah al-Suriy;;;;;;;;;;;;;x
SYR_reactionary;Haraka al-Ahd al-Watani;;;;;;;;;;;;;x
SYR_socialist;Haraka al-Ishtirakiyyun al-Arab;;;;;;;;;;;;;x
TCA_anarcho_liberal;Transcaucasian Revolutionary Front;x;;;;;;;;;;;;
TCA_communist;Transcaucasian People's Party;x;;;;;;;;;;;;
TCA_conservative;United National Movement;x;;;;;;;;;;;;
TCA_fascist;Party of Free Transcaucasia;x;;;;;;;;;;;;
TCA_liberal;Republican Party;x;;;;;;;;;;;;
TCA_reactionary;Christian-Democrats;x;;;;;;;;;;;;
TCA_socialist;Transcaucasian Popular Front;x;;;;;;;;;;;;
TEX_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x;;;;
TEX_communist;Communist Party;Parti communiste;Kommunistische Partei;;Partido Comunista;;;;;;;;;x
TEX_conservative;Whig Party;Parti Whig;Whig Party;;Partido Whig;;;;;;;;;x;;;;
TEX_conservative_2;Populist Party;Parti populiste;Populist Party;;Partido Populista;;;;;;;;;x;;;;
TEX_fascist;Fascist Party;Parti fasciste;Fascist Party;;Partido Fascista;;;;;;;;;x;;;;
TEX_liberal;Democratic Party;Parti démocrate;Democratic Party;;Partido Demócrata;;;;;;;;;x;;;;
TEX_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;Partido Nacionalista;;;;;;;;;x;;;;
TEX_socialist;Socialist Party;Parti socialiste;Socialist Party;;Partido Socialista;;;;;;;;;x;;;;
TGA_anarcho_liberal;Libertarian Party;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
TGA_communist;Communist Party;Communists;Communists;;;;;;;;;;;x;
TGA_conservative;Conservative Party;Conservatives;Conservatives;;;;;;;;;;;x;
TGA_fascist;Fascist Party;Fascists;Fascists;;;;;;;;;;;x;
TGA_liberal;Liberal Party;Liberals;Liberals;;;;;;;;;;;x;
TGA_liberal_2;National Liberal Party;National Liberals;National Liberals;;;;;;;;;;;x;
TGA_reactionary;Monarchist Party;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
TGA_socialist;Socialist Party;Socialists;Socialists;;;;;;;;;;;x;
TGA_socialist_2;National Socialist Party;National Socialists;National Socialists;;;;;;;;;;;x;
THC_conservative;Conservative Party;;;;;;x
THC_liberal;Liberal Party;;;;;;x
THC_reactionary;Tory Party;;;;;;x
TIB_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
TIB_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
TIB_conservative;Lamaite Faction;Faction Lamaite;Lamaite-Fraktion;;Facción Lamaísta;;;;;;;;;x;;;;
TIB_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
TIB_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
TIB_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
TIB_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
TKM_conservative;Royal Faction;Faction royale;Königsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS_anarcho_liberal;Turk Union of Democratic Forces;x;;;;;;;;;;;;
TKS_communist;Red Basmachism;x;;;;;;;;;;;;
TKS_conservative;White Basmachism;x;;;;;;;;;;;;
TKS_fascist;Union of National Socialists;x;;;;;;;;;;;;
TKS_liberal;Movement for Autonomy;x;;;;;;;;;;;;
TKS_reactionary;Shura-e-Ulema;x;;;;;;;;;;;;
TKS_socialist;Social Democratic Alliance;x;;;;;;;;;;;;
TPG_anarcho_liberal;The Radical Faction;La faction radicale;Radikale Fraktion;;;;;;;;;;x
TPG_communist;The Communist Faction;La faction communiste;Kommunistische Fraktion;;;;;;;;;;x
TPG_conservative;West King;Monarque occidental;Westlicher Monarch;;;;;;;;;;x
TPG_fascist;The Fascist Faction;La faction fasciste;Faschistische Fraktion;;;;;;;;;;x
TPG_liberal;Yi King;Yi King;Yi Monarch;;;;;;;;;;x
TPG_reactionary;East King;Monarque oriental;Östlicher Monarch;;;;;;;;;;x
TPG_socialist;North King;Monarque du nord;Nördlicher Monarch;;;;;;;;;;x
TRA_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
TRA_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
TRA_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
TRA_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
TRA_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
TRA_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
TRA_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
TRE_anarcho_liberal;Radicali;Radical;Radikali;;Radical;;;;;;;;;x;;;;
TRE_communist;Rivoluzionari;Revoluzionari;Revoluzionari;;Revoluzionari;;;;;;;;;x;;;;
TRE_conservative;Transigenti;Transigenti;Transigenti;;Transigenti;;;;;;;;;x;;;;
TRE_fascist;Fascisti;Fasciste;Fascisti;;Fascista;;;;;;;;;x;;;;
TRE_liberal;Intransigenti;Intransigenti;Intransigenti;;Intransigenti;;;;;;;;;x;;;;
TRE_reactionary;Monarchici;Monarchisti;Monarchisti;;Monarchisti;;;;;;;;;x;;;;
TRE_reactionary_2;Cattolici;Cattolici;Cattolici;;Cattolici;;;;;;;;;x;;;;
TRE_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;x;;;;
TRI_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x
TRI_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x
TRI_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x
TRI_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x
TRI_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x
TRI_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x
TRI_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x
TRN_anarcho_liberal;Radical Party;Parti radical;Radikale Partei;;Partido Radical;;;;;;;;;x;;;;
TRN_communist;Communist Party;Parti communiste ;Kommunistische Partei;;Partido Comunista;;;;;;;;;x;;;;
TRN_conservative;Voortrekker Partei;Voortrekker Partei;Voortrekker Partei;;Voortrekker Partei;;;;;;;;;x;;;;
TRN_conservative_2;Boeren Partei;Boeren Partei;Boeren Partei;;Boeren Partei;;;;;;;;;x;;;;
TRN_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;Partido Fascista;;;;;;;;;x;;;;
TRN_liberal;Liberal Party;Parti libéral;Liberale Partei;;Partido Liberal;;;;;;;;;x;;;;
TRN_reactionary;Nationalist Partei;Partei nationaliste;Nationalist Partei;;Nationalist Partei;;;;;;;;;x;;;;
TRN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;Partido Socialista;;;;;;;;;x;;;;
TTB_anarcho_liberal;Butler Party;Butler Party;Butler Party;;;;;;;;;;;x
TTB_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;x
TTB_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x
TTB_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
TTB_liberal;Citizens' Alliance;Citizens' Alliance;Citizens' Alliance;;;;;;;;;;;x
TTB_reactionary;National Party;National Party;National Party;;;;;;;;;;;x
TTB_socialist;People's Partnership;People's Partnership;People's Partnership;;;;;;;;;;;x
TUN_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La Facción Radical;;;;;;;;;x;;;;
TUN_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La Facción Comunista;;;;;;;;;x;;;;
TUN_conservative;Royal Faction;Faction royale;Königsfraktion;;Facción Real;;;;;;;;;x;;;;
TUN_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;La Facción Fascista;;;;;;;;;x;;;;
TUN_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La Facción Liberal;;;;;;;;;x;;;;
TUN_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La Facción Nacionalista;;;;;;;;;x;;;;
TUN_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La Facción Socialista;;;;;;;;;x;;;;
TUR_anarcho_liberal;Radical Party;Parti radical;Radikale Partei;;Partido Radical;;;;;;;;;x;;;;
TUR_communist;Revolutionary Party;Parti révolutionnaire;Revolutionspartei;;Partido Revolucionario;;;;;;;;;x;;;;
TUR_conservative;Imperial Party;Parti impérial;Kaiserliche Partei;;Partido Imperial;;;;;;;;;x;;;;
TUR_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;Partido Fascista;;;;;;;;;x;;;;
TUR_liberal;Young Turk Party;Parti de la jeunesse turque;Jungtürkenpartei;;Partido de los Jóvenes Turcos;;;;;;;;;x;;;;
TUR_liberal_2;People's Union;Union populaire;Volksunion;;Unión Popular;;;;;;;;;x;;;;
TUR_reactionary;Janitschars;Janitschars;Janitscharen;;Janitschars;;;;;;;;;x;;;;
TUR_socialist;Kurdish Party;Parti kurde;Kurdenpartei;;Partido Kurdo;;;;;;;;;x;;;;
TUR_socialist_2;Democratic Front;Front démocratique;Demokratische Front;;Frente Democrático;;;;;;;;;x;;;;
TUS_anarcho_liberal;Radicali;Radical;Radikali;;Radical;;;;;;;;;x;;;;
TUS_communist;Comunisti;Communistes;Communisti;;Comunista;;;;;;;;;x;;;;
TUS_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x;;;;
TUS_conservative_2;Popolari;Popolari;Popolari;;Popolari;;;;;;;;;x;;;;
TUS_fascist;Fascisti;Fasciste;Fascisti;;Fascista;;;;;;;;;x;;;;
TUS_liberal;Riformisti ;Reformisti ;Reformisti;;Reformisti ;;;;;;;;;x;;;;
TUS_liberal_2;Liberale;Liberale;Liberali;;Liberale;;;;;;;;;x;;;;
TUS_reactionary;Restaurazionisti;Ristorazionista;Ristorazionista;;Ristorazionista;;;;;;;;;x;;;;
TUS_socialist;Socialisti;Sozialisti;Sozialisti;;Sozialisti;;;;;;;;;x;;;;
